,text,start,end
2033,software,572.46,572.74
2034,that,572.74,573.0
2035,they,573.0,573.1800000000001
2036,"run,",573.1800000000001,573.42
2037,the,573.52,573.66
2038,games,573.66,573.94
2039,that,573.94,574.1
2040,we,574.1,574.3
2041,use,574.3,574.7
2042,and,574.7,574.8
2043,just,574.8,575.0
2044,how,575.0,575.24
2045,quickly,575.24,575.56
2046,they,575.56,575.78
2047,perform,575.78,576.14
2048,for,576.14,576.48
2049,us.,576.48,576.64
2050,So,576.74,576.8199999999999
2051,even,576.8199999999999,577.02
2052,though,577.02,577.1800000000001
2053,some,577.1800000000001,577.3199999999999
2054,of,577.3199999999999,577.38
2055,those,577.38,577.62
2056,parts,577.62,577.94
2057,are,577.94,578.2
2058,getting,578.2,578.52
2059,less,578.52,578.8
2060,"expensive,",578.8,579.56
2061,you,579.86,580.04
2062,and,580.04,580.16
2063,I,580.16,580.36
2064,want,580.36,580.54
2065,them,580.54,580.72
2066,to,580.72,580.86
2067,do,580.86,581.08
2068,more,581.08,581.42
2069,and,581.42,581.66
2070,more,581.66,581.8199999999999
2071,and,581.8199999999999,581.98
2072,be,581.98,582.1800000000001
2073,faster,582.1800000000001,582.56
2074,and,582.56,582.8
2075,larger,582.8,583.1
2076,in,583.1,583.3199999999999
2077,quantity.,583.3199999999999,583.64
2078,And,583.96,583.98
2079,so,583.98,584.16
2080,as,584.16,584.36
2081,a,584.36,584.6
2082,"result,",584.6,584.98
2083,I,585.04,585.26
2084,dare,585.26,585.5
2085,say,585.5,585.88
2086,that,585.88,586.22
2087,the,586.22,586.42
2088,price,586.42,586.6800000000001
2089,isn't,586.6800000000001,586.88
2090,going,586.88,587.14
2091,down,587.14,587.5
2092,as,587.5,587.78
2093,far,587.78,588.06
2094,as,588.06,588.26
2095,you,588.26,588.34
2096,might,588.34,588.54
2097,hope.,588.54,588.6800000000001
2098,That,588.72,588.98
2099,"said,",588.98,589.3199999999999
2100,"nowadays,",589.62,589.84
2101,you,589.84,590.12
2102,can,590.12,590.36
2103,get,590.36,590.6
2104,for,590.6,590.8
2105,the,590.8,590.96
2106,same,590.96,591.14
2107,amount,591.14,591.4
2108,of,591.4,591.52
2109,money,591.52,591.74
2110,from,591.74,591.98
2111,"yesterday,",591.98,592.24
2112,you're,592.24,592.6800000000001
2113,"much,",592.6800000000001,593.0
2114,much,593.0,593.36
2115,more,593.36,593.72
2116,in,593.72,593.92
2117,the,593.92,593.98
2118,way,593.98,594.26
2119,of,594.26,594.34
2120,computing,594.34,594.7
2121,power.,594.7,595.26
2122,So,595.72,595.78
2123,arguably,595.78,596.22
2124,it's,596.22,597.08
2125,working,597.08,597.08
2126,to,597.08,597.28
2127,our,597.28,597.48
2128,benefit,597.48,597.78
2129,in,597.78,598.02
2130,some,598.02,598.26
2131,cases.,598.26,598.76
2132,Next,598.86,599.12
2133,up,599.12,599.36
2134,from,599.36,599.64
2135,Darrow.,599.64,599.88
2136,and,600.0,600.1
2137,a,600.1,600.2
2138,Bila.,600.2,600.48
2139,Can,600.62,600.78
2140,someone,600.78,601.0
2141,explain,601.0,601.46
2142,cloud,601.46,601.82
2143,computing,601.82,602.14
2144,to,602.14,602.36
2145,me,602.36,602.58
2146,like,602.58,602.82
2147,a,602.82,603.04
2148,five,603.04,603.38
2149,year,603.38,603.58
2150,old?,603.58,603.82
2151,Cloud,603.88,604.12
2152,computing,604.12,604.56
2153,is,604.56,604.84
2154,essentially,604.84,605.36
2155,you,605.36,605.82
2156,using,605.82,606.2
2157,someone,606.2,606.56
2158,else's,606.56,607.08
2159,servers,607.08,607.24
2160,that,607.24,607.6
2161,someone,607.6,607.84
2162,is,607.84,608.06
2163,paying,608.06,608.38
2164,to,608.38,608.8
2165,rent,608.8,609.14
2166,for,609.14,609.4
2167,instance,609.4,609.68
2168,or,609.68,610.02
2169,timeshare.,610.02,610.46
2170,So,610.54,610.68
2171,this,610.68,610.84
2172,isn't,610.84,611.06
2173,really,611.06,611.32
2174,a,611.32,611.52
2175,new,611.52,611.76
2176,idea,611.76,612.06
2177,or,612.06,612.4
2178,new,612.4,612.62
2179,technology.,612.62,613.12
2180,"Rather,",613.3,613.56
2181,it's,613.7,613.74
2182,a,613.74,613.88
2183,better,613.88,614.16
2184,branding,614.16,614.66
2185,of,614.66,614.94
2186,a,614.94,615.18
2187,technique,615.18,615.4
2188,that's,615.4,615.7
2189,been,615.7,615.86
2190,used,615.86,616.14
2191,for,616.14,616.38
2192,"years,",616.38,616.62
2193,not,616.64,616.8
2194,just,616.8,616.96
2195,in,616.96,617.04
2196,the,617.04,617.18
2197,computer,617.18,617.44
2198,"world,",617.44,617.76
2199,but,617.76,617.88
2200,in,617.88,617.98
2201,the,617.98,618.14
2202,real,618.14,618.32
2203,world,618.32,618.54
2204,as,618.54,618.76
2205,well.,618.76,619.02
2206,Whereby,619.04,619.38
2207,someone,619.38,619.62
2208,like,619.62,619.86
2209,Google,619.86,620.14
2210,or,620.14,620.46
2211,Microsoft,620.46,620.84
2212,or,620.84,621.3
2213,Apple,621.3,621.5
2214,or,621.5,621.68
2215,others,621.68,621.94
2216,nowadays,621.94,622.34
2217,might,622.34,622.6
2218,be,622.6,622.7
2219,able,622.7,622.88
2220,to,622.88,623.08
2221,afford,623.08,623.38
2222,lots,623.38,623.88
2223,and,623.88,624.1
2224,lots,624.1,624.36
2225,and,624.36,624.48
2226,lots,624.48,624.66
2227,of,624.66,624.92
2228,servers,624.92,625.14
2229,and,625.14,625.42
2230,then,625.42,625.66
2231,make,625.66,625.92
2232,those,625.92,626.28
2233,servers,626.28,626.66
2234,available,626.66,627.06
2235,in,627.06,627.3
2236,part,627.3,627.52
2237,to,627.52,627.96
2238,"me,",627.96,628.22
2239,to,628.22,628.58
2240,you,628.58,628.58
2241,and,628.58,628.88
2242,many,628.88,629.16
2243,other,629.16,629.44
2244,customers,629.44,629.82
2245,as,629.82,630.18
2246,well.,630.18,630.36
2247,"Hey,",630.54,630.8
2248,I'm,630.88,631.56
2249,Marcus.,631.56,631.56
2250,"Hey,",631.64,631.86
2251,Marcus.,631.94,632.08
2252,"Well,",632.4,632.78
2253,Marcus,633.02,633.06
2254,"asks,",633.06,633.44
2255,how,633.64,633.72
2256,does,633.72,633.94
2257,computer,633.94,634.36
2258,memory,634.36,634.9
2259,work?,634.9,635.28
2260,Think,635.54,635.54
2261,of,635.54,635.92
2262,computer,635.92,636.1
2263,memory,636.1,636.54
2264,as,636.54,636.92
2265,really,636.92,637.14
2266,being,637.14,637.42
2267,driven,637.42,637.58
2268,by,637.58,637.88
2269,a,637.88,637.92
2270,whole,637.92,638.06
2271,bunch,638.06,638.2
2272,of,638.2,638.44
2273,switches.,638.44,638.76
2274,They,638.82,638.92
2275,can,638.92,639.1
2276,either,639.1,639.18
2277,be,639.18,639.44
2278,turned,639.44,639.68
2279,on,639.68,640.08
2280,and,640.08,640.3
2281,off.,640.3,640.6
2282,So,641.0,641.14
2283,for,641.14,641.18
2284,"instance,",641.18,641.46
2285,if,641.48,641.6
2286,I,641.6,641.72
2287,take,641.72,641.94
2288,this,641.94,642.18
2289,here,642.18,642.52
2290,light,642.52,642.82
2291,"switch,",642.82,643.08
2292,which,643.08,643.3
2293,is,643.3,643.46
2294,currently,643.46,643.86
2295,"off,",643.86,644.3
2296,I,644.44,644.72
2297,could,644.72,644.92
2298,simply,644.92,645.18
2299,say,645.18,645.5
2300,that,645.5,645.7
2301,this,645.7,646.1
2302,switch,646.1,646.32
2303,here,646.32,646.52
2304,is,646.52,646.82
2305,representing,646.82,647.16
2306,the,647.16,647.88
2307,number,647.88,647.92
2308,zero,647.92,648.44
2309,in,648.44,648.64
2310,binary.,648.64,648.94
2311,But,649.22,649.34
2312,if,649.34,649.4
2313,I,649.4,649.56
2314,turn,649.56,649.74
2315,the,649.74,649.94
2316,switch,649.94,650.2
2317,"on,",650.2,650.58
2318,well,650.6,650.76
2319,now,650.76,650.92
2320,I,650.92,651.02
2321,can,651.02,651.22
2322,say,651.22,651.58
2323,that,651.58,651.7
2324,I'm,651.7,651.92
2325,representing,651.92,652.2
2326,the,652.2,652.88
2327,number,652.88,652.88
2328,one.,652.88,653.4
2329,Now,653.48,653.6
2330,of,653.6,653.76
2331,"course,",653.76,654.1
2332,I,654.1,654.28
2333,can,654.28,654.4
2334,only,654.4,654.64
2335,count,654.64,654.86
2336,as,654.86,655.04
2337,high,655.04,655.28
2338,as,655.28,655.48
2339,zero,655.48,655.9
2340,to,655.9,656.26
2341,one,656.26,656.56
2342,with,656.56,656.72
2343,a,656.72,656.86
2344,single,656.86,657.04
2345,light,657.04,657.32
2346,"switch,",657.32,657.5
2347,but,657.5,657.82
2348,what,657.82,658.04
2349,if,658.04,658.14
2350,I,658.14,658.36
2351,bring,658.36,658.66
2352,over,658.66,659.14
2353,a,659.14,659.48
2354,second,659.48,659.86
2355,light,659.86,660.22
2356,switch,660.22,660.46
2357,like,660.46,660.92
2358,this,660.92,661.16
2359,one,661.16,661.44
2360,here?,661.44,661.84
2361,If,662.16,662.16
2362,we,662.16,662.32
2363,started,662.32,662.54
2364,zero,662.54,663.1
2365,in,663.1,663.26
2366,this,663.26,663.48
2367,"way,",663.48,664.02
2368,turn,664.34,664.56
2369,on,664.56,664.94
2370,this,664.94,665.28
2371,switch,665.28,665.58
2372,first,665.58,666.08
2373,and,666.08,666.3199999999999
2374,claim,666.3199999999999,666.52
2375,that,666.52,666.66
2376,it's,666.66,666.88
2377,one.,666.88,667.2
2378,Let,667.5,667.6
2379,me,667.6,667.72
2380,now,667.72,667.96
2381,be,667.96,668.08
2382,more,668.08,668.3199999999999
2383,creative,668.3199999999999,668.6
2384,and,668.6,668.84
2385,turn,668.84,668.98
2386,this,668.98,669.24
2387,one,669.24,669.46
2388,off,669.46,669.74
2389,and,669.74,669.96
2390,this,669.96,670.1800000000001
2391,one,670.1800000000001,670.48
2392,on,670.48,670.98
2393,and,670.98,671.3
2394,now,671.3,671.6
2395,claim,671.6,671.78
2396,this,671.78,672.0
2397,is,672.0,672.2
2398,how,672.2,672.34
2399,a,672.34,672.56
2400,computer's,672.56,672.98
2401,memory,672.98,673.22
2402,could,673.22,673.52
2403,represent,673.52,673.74
2404,the,673.74,674.12
2405,number,674.12,674.1800000000001
2406,two.,674.1800000000001,674.62
2407,And,674.6800000000001,674.8199999999999
2408,now,674.8199999999999,675.0
2409,if,675.0,675.1
2410,I,675.1,675.28
2411,turn,675.28,675.42
2412,this,675.42,675.7
2413,switch,675.7,676.02
2414,back,676.02,676.48
2415,"on,",676.48,676.98
2416,giving,677.1,677.1800000000001
2417,me,677.1800000000001,677.6
2418,a,677.6,677.78
2419,fourth,677.78,678.14
2420,"pattern,",678.14,678.6
2421,this,678.94,679.08
2422,is,679.08,679.24
2423,how,679.24,679.34
2424,I,679.34,679.42
2425,might,679.42,679.66
2426,represent,679.66,679.94
2427,the,679.94,680.16
2428,number,680.16,680.44
2429,three.,680.44,680.94
2430,Now,681.1800000000001,681.3199999999999
2431,of,681.3199999999999,681.48
2432,"course,",681.48,681.64
2433,if,681.66,681.76
2434,we,681.76,681.86
2435,add,681.86,682.06
2436,more,682.06,682.44
2437,and,682.44,682.46
2438,more,682.46,682.64
2439,of,682.64,682.72
2440,these,682.72,682.94
2441,"switches,",682.94,683.28
2442,more,683.54,683.54
2443,and,683.54,683.64
2444,more,683.64,683.8199999999999
2445,of,683.8199999999999,683.86
2446,these,683.86,684.16
2447,light,684.16,684.48
2448,"bulbs,",684.48,684.72
2449,we,684.76,684.88
2450,can,684.88,685.04
2451,count,685.04,685.28
2452,even,685.28,685.6800000000001
2453,higher,685.6800000000001,685.96
2454,than,685.96,686.28
2455,three.,686.28,686.74
2456,And,686.74,687.04
2457,"indeed,",687.04,687.26
2458,that's,687.42,687.52
2459,what,687.52,687.62
2460,a,687.62,687.76
2461,computer's,687.76,688.36
2462,memory,688.36,688.6800000000001
2463,is,688.6800000000001,689.04
2464,ultimately,689.04,689.42
2465,doing.,689.42,689.72
2466,It's,689.86,689.94
2467,using,689.94,690.28
2468,lots,690.28,690.66
2469,and,690.66,690.8
2470,lots,690.8,691.02
2471,of,691.02,691.1800000000001
2472,little,691.1800000000001,691.62
2473,tiny,691.62,692.02
2474,"switches,",692.02,692.5
2475,otherwise,692.62,692.8
2476,known,692.8,693.16
2477,as,693.16,693.48
2478,transistors,693.48,694.08
2479,to,694.08,694.36
2480,turn,694.36,694.6800000000001
2481,the,694.6800000000001,694.88
2482,flow,694.88,695.04
2483,of,695.04,695.2
2484,electricity,695.2,695.54
2485,on,695.54,696.06
2486,and,696.06,696.1800000000001
2487,"off,",696.1800000000001,696.6
2488,and,696.6,696.78
2489,then,696.78,696.92
2490,it's,696.92,697.04
2491,got,697.04,697.2
2492,other,697.2,697.42
2493,types,697.42,697.6800000000001
2494,of,697.6800000000001,697.88
2495,"hardware,",697.88,698.14
2496,called,698.24,698.5
2497,for,698.5,698.7
2498,instance,698.7,699.06
2499,capacitors,699.06,700.1
2500,that,700.1,700.46
2501,have,700.46,700.66
2502,a,700.66,700.76
2503,capacity,700.76,701.1800000000001
2504,to,701.1800000000001,701.48
2505,hold,701.48,701.6800000000001
2506,on,701.6800000000001,701.92
2507,to,701.92,702.04
2508,some,702.04,702.2
2509,of,702.2,702.26
2510,that,702.26,702.52
2511,"electricity,",702.52,702.94
2512,just,703.24,703.52
2513,like,703.52,703.76
2514,the,703.76,703.92
2515,light,703.92,704.08
2516,bulb,704.08,704.3
2517,there,704.3,704.84
2518,being,704.84,705.28
2519,on.,705.28,705.66
2520,All,705.7,705.84
2521,"right,",705.84,705.98
2522,"next,",706.14,706.46
2523,Donnie,706.54,706.84
2524,"asks,",706.84,707.16
2525,how,707.3,707.42
2526,do,707.42,707.56
2527,you,707.56,707.74
2528,explain,707.74,708.08
2529,web,708.08,708.42
2530,three,708.42,708.8199999999999
2531,to,708.8199999999999,709.0
2532,people?,709.0,709.28
2533,So,709.88,710.04
2534,web,710.04,710.36
2535,"three,",710.36,710.86
2536,like,710.98,711.34
2537,web,711.34,711.66
2538,two,711.66,712.1
2539,and,712.1,712.44
2540,retrospectively,712.44,713.04
2541,web,713.04,713.34
2542,one,713.34,713.56
2543,are,713.56,713.7
2544,really,713.7,713.86
2545,just,713.86,714.12
2546,buzzwords,714.12,714.62
2547,that,714.62,714.9
2548,describe,714.9,715.52
2549,sort,715.52,715.8
2550,of,715.8,716.06
2551,phases,716.06,716.48
2552,of,716.48,716.7
2553,the,716.7,716.94
2554,internet,716.94,717.1
2555,or,717.1,717.38
2556,the,717.38,717.52
2557,worldwide,717.52,717.86
2558,web,717.86,718.24
2559,as,718.24,718.44
2560,you,718.44,718.56
2561,and,718.56,718.64
2562,I,718.64,718.8199999999999
2563,know,718.8199999999999,719.02
2564,it.,719.02,719.22
2565,For,719.26,719.3199999999999
2566,"instance,",719.3199999999999,719.72
2567,back,719.78,720.04
2568,in,720.04,720.1800000000001
2569,the,720.1800000000001,720.38
2570,day,720.38,720.64
2571,when,720.64,720.84
2572,there,720.84,721.0
2573,was,721.0,721.12
2574,just,721.12,721.44
2575,the,721.44,721.64
2576,worldwide,721.64,722.06
2577,"web,",722.06,722.66
2578,now,722.9,723.06
2579,perhaps,723.06,723.48
2580,referred,723.48,723.72
2581,to,723.72,723.98
2582,as,723.98,724.24
2583,web,724.24,724.52
2584,version,724.52,724.8199999999999
2585,"one,",724.8199999999999,725.24
2586,information,725.62,725.8
2587,was,725.8,726.16
2588,largely,726.16,726.64
2589,static.,726.64,727.08
2590,If,727.12,727.3
2591,you,727.3,727.44
2592,were,727.44,727.52
2593,to,727.52,727.64
2594,create,727.64,727.8199999999999
2595,a,727.8199999999999,728.12
2596,website,728.12,728.54
2597,on,728.54,728.92
2598,the,728.92,729.1800000000001
2599,"internet,",729.1800000000001,729.4
2600,you,729.56,729.66
2601,would,729.66,729.88
2602,type,729.88,730.1
2603,up,730.1,730.26
2604,your,730.26,730.4
2605,"code,",730.4,730.66
2606,you,730.78,730.78
2607,would,730.78,730.96
2608,type,730.96,731.12
2609,up,731.12,731.3
2610,your,731.3,731.56
2611,"content,",731.56,731.88
2612,you,731.96,732.06
2613,would,732.06,732.24
2614,put,732.24,732.38
2615,it,732.38,732.56
2616,on,732.56,732.7
2617,a,732.7,732.84
2618,server,732.84,733.04
2619,"somewhere,",733.04,733.4
2620,and,733.56,733.86
2621,someone,733.86,734.04
2622,could,734.04,734.46
2623,read,734.46,734.86
2624,that,734.86,735.2
2625,information.,735.2,735.76
2626,But,735.86,736.02
2627,it,736.02,736.16
2628,was,736.16,736.48
2629,"you,",736.48,736.86
2630,the,736.96,737.14
2631,web,737.14,737.44
2632,"developer,",737.44,737.98
2633,or,738.38,738.44
2634,"you,",738.44,738.8
2635,the,738.96,739.12
2636,owner,739.12,739.24
2637,of,739.24,739.44
2638,the,739.44,739.58
2639,website,739.58,739.78
2640,that,739.78,739.96
2641,was,739.96,740.24
2642,creating,740.24,740.58
2643,that,740.58,741.0
2644,content,741.0,741.3
2645,for,741.3,741.62
2646,other,741.62,741.96
2647,people,741.96,742.26
2648,to,742.26,742.54
2649,actually,742.54,742.86
2650,read,742.86,743.08
2651,and,743.08,743.26
2652,consume.,743.26,743.6
2653,In,743.6,744.0
2654,web,744.0,744.24
2655,"two,",744.24,744.66
2656,the,744.8,744.84
2657,world,744.84,745.08
2658,became,745.08,745.4
2659,much,745.4,745.7
2660,more,745.7,745.98
2661,dynamic,745.98,746.5
2662,in,746.5,746.8
2663,recent,746.8,747.04
2664,"years,",747.04,747.34
2665,whereby,747.6,747.76
2666,now,747.76,748.3
2667,websites,748.3,748.6800000000001
2668,tend,748.6800000000001,748.96
2669,to,748.96,749.08
2670,have,749.08,749.4
2671,databases.,749.4,749.72
2672,and,750.0,750.28
2673,they,750.28,750.46
2674,have,750.46,750.76
2675,more,750.76,751.34
2676,sophistication,751.34,752.02
2677,so,752.02,752.4
2678,that,752.4,752.6
2679,a,752.6,752.72
2680,lot,752.72,752.84
2681,of,752.84,752.92
2682,the,752.92,753.32
2683,content,753.32,753.52
2684,in,753.52,753.8
2685,websites,753.8,754.12
2686,today,754.12,754.72
2687,are,754.72,754.94
2688,actually,754.94,755.2
2689,coming,755.2,755.46
2690,from,755.46,755.78
2691,me,755.78,756.08
2692,and,756.08,756.38
2693,from,756.38,756.64
2694,you.,756.64,756.9
2695,So,756.94,757.06
2696,if,757.06,757.14
2697,you,757.14,757.22
2698,think,757.22,757.42
2699,of,757.42,757.68
2700,any,757.68,757.92
2701,social,757.92,758.3
2702,media,758.3,758.62
2703,"site,",758.62,758.92
2704,it's,758.96,759.12
2705,not,759.12,759.26
2706,the,759.26,759.48
2707,owners,759.48,759.7
2708,of,759.7,759.88
2709,those,759.88,760.12
2710,sites,760.12,760.34
2711,that,760.34,760.46
2712,are,760.46,760.64
2713,creating,760.64,760.92
2714,most,760.92,761.18
2715,of,761.18,761.32
2716,the,761.32,761.56
2717,content.,761.56,761.76
2718,It's,762.06,762.12
2719,you,762.12,762.3
2720,and,762.3,762.44
2721,me,762.44,762.64
2722,as,762.64,762.8
2723,the,762.8,763.16
2724,users,763.16,763.48
2725,of,763.48,764.08
2726,those,764.08,764.36
2727,same,764.36,764.54
2728,websites.,764.54,764.98
2729,But,765.28,765.48
2730,in,765.48,765.66
2731,Web,765.66,765.92
2732,"2,",765.92,766.16
2733,everything,766.44,766.5
2734,is,766.5,766.72
2735,nonetheless,766.72,767.02
2736,very,767.02,767.6
2737,"centralized,",767.6,768.08
2738,whether,768.28,768.4
2739,you're,768.4,768.76
2740,Twitter,768.76,769.08
2741,or,769.08,769.48
2742,Facebook,769.48,769.8
2743,now,769.8,770.22
2744,meta,770.22,770.46
2745,or,770.46,770.64
2746,other,770.64,770.94
2747,"companies,",770.94,771.34
2748,all,771.64,771.7
2749,of,771.7,771.84
2750,that,771.84,772.06
2751,"data,",772.06,772.34
2752,even,772.34,772.56
2753,in,772.56,772.7
2754,the,772.7,772.84
2755,world,772.84,773.0
2756,of,773.0,773.26
2757,social,773.26,773.5
2758,"media,",773.5,773.86
2759,that's,774.18,774.3
2760,coming,774.3,774.62
2761,from,774.62,774.88
2762,me,774.88,774.98
2763,and,774.98,775.14
2764,you,775.14,775.28
2765,is,775.28,775.44
2766,actually,775.44,775.76
2767,being,775.76,776.16
2768,stored,776.16,776.54
2769,centrally,776.54,777.02
2770,on,777.02,777.32
2771,those,777.32,777.66
2772,company,777.66,778.04
2773,servers.,778.04,778.44
2774,So,778.44,778.92
2775,Web,778.92,779.3
2776,3,779.3,779.82
2777,".0,",779.82,780.26
2778,where,780.4,780.44
2779,Web,780.44,780.7
2780,3,780.7,781.04
2781,so,781.04,781.2
2782,to,781.2,781.34
2783,"speak,",781.34,781.7
2784,is,781.88,781.98
2785,really,781.98,782.24
2786,about,782.24,782.52
2787,transitioning,782.52,783.2
2788,away,783.2,783.66
2789,potentially,783.66,784.12
2790,from,784.12,784.36
2791,that,784.36,784.6
2792,very,784.6,785.06
2793,centralized,785.06,785.68
2794,model,785.68,786.22
2795,to,786.22,786.62
2796,one,786.62,786.78
2797,that's,786.78,787.0
2798,more,787.0,787.26
2799,"distributed,",787.26,787.86
2800,where,788.04,788.2
2801,the,788.2,788.46
2802,data,788.46,788.7
2803,that,788.7,789.0
2804,you,789.0,789.12
2805,and,789.12,789.22
2806,I,789.22,789.38
2807,are,789.38,789.56
2808,"creating,",789.56,790.08
2809,whereby,790.26,790.42
2810,the,790.42,790.66
2811,data,790.66,790.88
2812,you,790.88,791.04
2813,and,791.04,791.14
2814,I,791.14,791.3
2815,are,791.3,791.48
2816,"consuming,",791.48,791.82
2817,is,792.06,792.36
2818,actually,792.36,792.74
2819,distributed,792.74,793.42
2820,over,793.42,793.92
2821,multiple,793.92,794.34
2822,"servers,",794.34,794.9
2823,over,794.96,795.32
2824,a,795.32,795.52
2825,technique,795.52,795.58
2826,called,795.58,796.14
2827,"blockchain,",796.14,796.72
2828,for,796.98,797.04
2829,"instance,",797.04,797.4
2830,in,797.52,797.54
2831,some,797.54,797.84
2832,"cases,",797.84,798.16
2833,whereby,798.52,798.68
2834,there's,798.68,798.9
2835,not,798.9,799.06
2836,necessarily,799.06,799.62
2837,one,799.62,800.42
2838,owner,800.42,800.66
2839,of,800.66,800.96
2840,that,800.96,801.2
2841,"data,",801.2,801.5
2842,but,801.68,801.9
2843,really,801.9,802.3
2844,collective,802.3,802.94
2845,ownership,802.94,803.3
2846,and,803.3,803.54
2847,therefore,803.54,803.94
2848,verification,803.94,804.62
2849,that,804.62,805.18
2850,the,805.18,805.36
2851,data,805.36,805.58
2852,may,805.58,805.74
2853,be,805.74,805.96
2854,indeed,805.96,806.18
2855,came,806.18,806.5
2856,from,806.5,807.04
2857,me,807.04,807.6
2858,and,807.6,807.86
2859,you.,807.86,808.2
2860,"Next,",808.44,808.86
2861,a,808.98,809.0
2862,question,809.0,809.2
2863,from,809.2,809.46
2864,Gomo,809.46,809.76
2865,Tigers.,809.76,810.1
2866,Can,810.6,810.6
2867,someone,810.6,810.82
2868,explain,810.82,811.18
2869,to,811.18,811.36
2870,me,811.36,811.5
2871,the,811.5,811.7
2872,difference,811.7,812.02
2873,between,812.02,812.54
2874,firmware,812.54,812.9
2875,and,812.9,813.32
2876,software?,813.32,813.74
2877,Hardware,814.0,814.24
2878,is,814.24,814.6
2879,"physical,",814.6,814.86
2880,software,815.34,815.46
2881,is,815.46,815.74
2882,"code,",815.74,816.34
2883,WTF,816.84,817.3199999999999
2884,is,817.3199999999999,817.6
2885,"firmware,",817.6,817.92
2886,firmware,818.2,818.58
2887,is,818.58,818.92
2888,really,818.92,819.2
2889,a,819.2,819.4
2890,synonym,819.4,819.6800000000001
2891,for,819.6800000000001,819.8199999999999
2892,a,819.8199999999999,820.1800000000001
2893,type,820.1800000000001,820.24
2894,of,820.24,820.44
2895,software.,820.44,820.8
2896,So,821.0,821.1
2897,firmware,821.1,821.4
2898,is,821.4,821.6800000000001
2899,just,821.6800000000001,821.96
2900,"software,",821.96,822.2
2901,but,822.3,822.5
2902,it,822.5,822.6
2903,tends,822.6,822.74
2904,to,822.74,822.92
2905,be,822.92,823.08
2906,software,823.08,823.58
2907,that,823.58,824.08
2908,comes,824.08,824.58
2909,built,824.58,825.1
2910,into,825.1,825.6
2911,your,825.6,826.04
2912,hardware.,826.04,826.44
2913,And,826.64,826.86
2914,you,826.86,826.96
2915,can,826.96,827.24
2916,think,827.24,827.44
2917,of,827.44,827.6
2918,in,827.6,827.6800000000001
2919,the,827.6800000000001,828.04
2920,simplest,828.04,828.3
2921,scenario,828.3,828.7
2922,that,828.7,829.22
2923,firmware,829.22,829.6
2924,is,829.6,829.92
2925,software,829.92,830.24
2926,that,830.24,830.56
2927,is,830.56,830.84
2928,just,830.84,831.1800000000001
2929,completely,831.1800000000001,831.8199999999999
2930,integrated,831.8199999999999,832.24
2931,into,832.24,832.52
2932,the,832.52,832.62
2933,hardware,832.62,832.84
2934,and,832.84,833.12
2935,itself,833.12,833.52
2936,cannot,833.52,833.76
2937,be,833.76,834.1
2938,changed,834.1,834.4
2939,or,834.4,834.58
2940,even,834.58,834.8199999999999
2941,upgraded.,834.8199999999999,835.1800000000001
2942,But,835.1800000000001,835.42
2943,that's,835.42,835.72
2944,a,835.72,835.84
2945,bit,835.84,836.04
2946,of,836.04,836.22
2947,an,836.22,836.36
2948,"oversimplification,",836.36,837.16
2949,because,837.4,837.76
2950,even,837.76,838.16
2951,firmware,838.16,838.52
2952,"typically,",838.52,839.12
2953,when,839.24,839.26
2954,it,839.26,839.46
2955,comes,839.46,839.66
2956,in,839.66,839.8199999999999
2957,a,839.8199999999999,840.0
2958,"computer,",840.0,840.28
2959,when,840.44,840.54
2960,it,840.54,840.72
2961,comes,840.72,840.92
2962,in,840.92,841.06
2963,a,841.06,841.22
2964,phone,841.22,841.42
2965,or,841.42,841.58
2966,some,841.58,841.76
2967,other,841.76,841.96
2968,"device,",841.96,842.36
2969,can,842.52,842.76
2970,very,842.76,843.06
2971,often,843.06,843.34
2972,be,843.34,843.64
2973,updated.,843.64,844.04
2974,Why?,844.3,844.7
2975,Because,844.78,845.0
2976,the,845.0,845.46
2977,firmware,845.46,845.48
2978,is,845.48,845.72
2979,the,845.72,846.0
2980,software,846.0,846.2
2981,that's,846.2,846.5
2982,really,846.5,846.8199999999999
2983,closest,846.8199999999999,847.3
2984,to,847.3,847.52
2985,the,847.52,847.6800000000001
2986,"hardware,",847.6800000000001,847.94
2987,and,848.08,848.24
2988,in,848.24,848.34
2989,that,848.34,848.5
2990,"sense,",848.5,848.64
2991,it,848.78,848.8
2992,might,848.8,848.96
2993,very,848.96,849.16
2994,well,849.16,849.26
2995,be,849.26,849.42
2996,the,849.42,849.54
2997,most,849.54,849.8199999999999
2998,important.,849.8199999999999,850.16
2999,And,850.34,850.62
3000,if,850.62,850.72
3001,anything,850.72,850.98
3002,goes,850.98,851.3199999999999
3003,wrong,851.3199999999999,851.7
3004,with,851.7,851.86
3005,the,851.86,852.0
3006,"firmware,",852.0,852.22
3007,you,852.28,852.42
3008,might,852.42,852.58
3009,not,852.58,852.72
3010,even,852.72,852.9
3011,be,852.9,852.98
3012,able,852.98,853.14
3013,to,853.14,853.22
3014,turn,853.22,853.38
3015,that,853.38,853.58
3016,device,853.58,853.8
3017,"on,",853.8,854.16
3018,whether,854.2,854.3
3019,it's,854.3,854.54
3020,a,854.54,854.62
3021,phone,854.62,854.8
3022,or,854.8,854.9
3023,"computer,",854.9,855.36
3024,or,855.36,855.56
3025,even,855.56,855.76
3026,your,855.76,856.04
3027,refrigerator,856.04,856.46
3028,nowadays.,856.46,857.06
3029,"Alright,",857.44,857.74
